transaction_id,date,type,amount,currency,institution,counterparty,location,is_fraud,description,fraud_pattern,day_of_week,month,hour,amount_log,amount_category,counterparty_freq
TXN26910554,2025-05-08,Istisna,32.594574516200815,USD,Al Rajhi Bank,"Howard, Hughes and Young",Malaysia,False,Normal transaction,,3,5,17,3.514364581198915,small,1
TXN8488808,2025-03-30,Musharakah,23.966575993778505,QAR,Qatar Islamic Bank,Johnston-Ayala,British Indian Ocean Territory (Chagos Archipelago),False,Normal transaction,,6,3,10,3.217537970090599,small,1
TXN62667567,2024-11-05,Sukuk,780.9110454332995,AED,Dubai Islamic Bank,"Moran, Valenzuela and Smith",Norfolk Island,False,Normal transaction,,1,11,10,6.661740981432149,small,1
TXN18556117,2024-06-19,Ijarah,55.3786810922938,QAR,Qatar Islamic Bank,Green-Garcia,Kyrgyz Republic,False,Normal transaction,,2,6,17,4.0320910922284785,small,1
TXN55853272,2024-10-26,Murabaha,1075.093865196956,SAR,Maybank Islamic,"Pittman, Ramirez and Reese",South Africa,False,Normal transaction,,5,10,13,6.981092972230107,medium,1
TXN4185131,2025-01-05,Istisna,108.72014281503873,USD,Qatar Islamic Bank,Alexander-Jenkins,Wallis and Futuna,False,Normal transaction,,6,1,8,4.697932967700334,small,1
TXN54765501,2025-02-24,Tawarruq,98.83751908019713,QAR,Maybank Islamic,Jenkins and Sons,Lithuania,False,Normal transaction,,0,2,12,4.603544055356018,small,4
TXN52332349,2024-11-22,Tawarruq,62.772921601404676,SAR,Al Rajhi Bank,Martin-Heath,Ethiopia,True,Potential disguised interest,riba_disguised,4,11,11,4.1553286739461335,small,1
TXN13151653,2025-03-29,Qard,80.10501442349177,AED,Dubai Islamic Bank,"Summers, Ramsey and Johnson",Cape Verde,False,Normal transaction,,5,3,13,4.395744789339332,small,1
TXN9382427,2025-04-13,Ijarah,1290.9271931125008,AED,Al Baraka Bank,Willis LLC,Isle of Man,False,Normal transaction,,6,4,11,7.163890330674601,medium,1
TXN87098427,2025-04-26,Sukuk,677.6469762108985,QAR,Qatar Islamic Bank,Smith and Sons,Solomon Islands,False,Normal transaction,,5,4,16,6.520101075139704,small,16
TXN4923179,2025-02-23,Mudarabah,11.688831288932494,QAR,Dubai Islamic Bank,Carr-Stewart,Denmark,False,Normal transaction,,6,2,9,2.5407221804742703,small,1
TXN64316794,2024-12-26,Mudarabah,249.372927007151,USD,Qatar Islamic Bank,"Morrison, Lin and Francis",Lao People's Democratic Republic,False,Normal transaction,,3,12,12,5.522951514399638,small,1
TXN35401037,2025-04-27,Musharakah,521.6014663898792,USD,Al Rajhi Bank,Cox Inc,South Georgia and the South Sandwich Islands,False,Normal transaction,,6,4,9,6.258819159033359,small,1
TXN98525724,2025-03-03,Musharakah,17.89904477247919,USD,Kuwait Finance House,Hendricks-Kaiser,Trinidad and Tobago,False,Normal transaction,,0,3,12,2.9391113796496833,small,1
TXN57778179,2025-01-12,Istisna,432.94140951282037,QAR,Maybank Islamic,Bennett Inc,Tunisia,False,Normal transaction,,6,1,12,6.072909523864399,small,1
TXN97388023,2024-08-16,Ijarah,657.0935580649981,USD,Dubai Islamic Bank,Watson and Sons,Panama,False,Normal transaction,,4,8,15,6.489347106727031,small,2
TXN33719442,2024-08-21,Istisna,169.6219517181306,MYR,Kuwait Finance House,Parrish-Owens,British Virgin Islands,False,Normal transaction,,2,8,10,5.139450300391391,small,1
TXN49409726,2024-05-26,Mudarabah,191.3885648317351,QAR,Maybank Islamic,Jackson and Sons,Cook Islands,False,Normal transaction,,6,5,17,5.259517102118824,small,4
TXN92820706,2024-11-29,Mudarabah,84.80093135769532,SAR,Al Rajhi Bank,Day-Grimes,Kyrgyz Republic,False,Normal transaction,,4,11,9,4.4520298614197955,small,1
TXN22314977,2024-09-20,Tawarruq,1129.0741823174803,QAR,Maybank Islamic,Smith PLC,Barbados,False,Normal transaction,,4,9,12,7.0300385576202125,medium,10
TXN66746413,2025-03-31,Istisna,3958.3079810151226,USD,Dubai Islamic Bank,Hill and Sons,Myanmar,False,Normal transaction,,0,3,16,8.28382453670866,medium,4
TXN41699376,2024-07-16,Murabaha,207.12601378403733,AED,Kuwait Finance House,Williams-Lewis,Wallis and Futuna,False,Normal transaction,,1,7,14,5.338143731757258,small,1
TXN3410542,2025-01-16,Istisna,40.64993938166131,USD,Al Rajhi Bank,Hill Inc,Zambia,False,Normal transaction,,3,1,13,3.7292999131894953,small,3
TXN82054770,2024-12-23,Musharakah,52.09746598436371,SAR,Kuwait Finance House,Hardy-Brown,Philippines,False,Normal transaction,,0,12,12,3.9721292055341113,small,1
TXN59056866,2025-05-09,Mudarabah,31.98797696202299,SAR,Al Rajhi Bank,Ayala-Wilson,Israel,False,Normal transaction,,4,5,8,3.4961431605963953,small,1
TXN58832884,2024-11-25,Sukuk,296.8024760330806,USD,Qatar Islamic Bank,Bautista-Johnson,Pakistan,False,Normal transaction,,0,11,14,5.69643043463133,small,1
TXN97455746,2024-12-12,Mudarabah,16.634725486599528,QAR,Al Baraka Bank,Middleton-Brown,Macao,False,Normal transaction,,3,12,15,2.86986999717046,small,1
TXN70862051,2025-03-03,Qard,215.9975295251695,QAR,Dubai Islamic Bank,Harris and Sons,Benin,False,Normal transaction,,0,3,13,5.379885968799015,small,4
TXN21220297,2024-09-30,Istisna,61.38188116936721,SAR,Al Rajhi Bank,"Norris, Leonard and Allen",Jamaica,False,Normal transaction,,0,9,14,4.1332748673355235,small,1
TXN80070088,2025-03-23,Istisna,374.6205869759857,AED,Al Rajhi Bank,Collins-Stewart,Taiwan,False,Normal transaction,,6,3,10,5.928579556737225,small,1
TXN41430575,2025-04-03,Ijarah,271.82485722113023,MYR,Al Rajhi Bank,Parker Inc,Mauritania,False,Normal transaction,,3,4,11,5.608830040664023,small,3
TXN62178183,2025-01-11,Qard,14.113132638639051,MYR,Kuwait Finance House,Winters-Combs,Cape Verde,False,Normal transaction,,5,1,8,2.715564077009409,small,1
TXN16095457,2024-11-26,Qard,21.554660815558762,USD,Al Rajhi Bank,"Ward, Roberson and Bright",Taiwan,False,Normal transaction,,1,11,16,3.115941732643041,small,1
TXN88978709,2025-03-25,Qard,297.4544044960069,SAR,Kuwait Finance House,"Woodard, Shaw and Crawford",Samoa,False,Normal transaction,,1,3,9,5.698617172408281,small,1
TXN96113761,2024-10-09,Qard,71.95459011750246,USD,Maybank Islamic,Booker LLC,Ecuador,False,Normal transaction,,2,10,10,4.289837194408139,small,1
TXN84558942,2024-07-20,Qard,8.786919898901859,QAR,Dubai Islamic Bank,Guerrero-Smith,Finland,False,Normal transaction,,5,7,16,2.281046789971839,small,1
TXN21563160,2024-07-12,Qard,249.80496237263938,USD,Qatar Islamic Bank,Morales Group,Monaco,False,Normal transaction,,4,7,11,5.52467559473782,small,4
TXN61006307,2024-09-21,Sukuk,12.151816207848425,QAR,Al Baraka Bank,"James, Bell and Parrish",Croatia,False,Normal transaction,,5,9,8,2.5765598637521006,small,1
TXN87321994,2025-04-02,Qard,847.509512980699,SAR,Dubai Islamic Bank,Davidson-White,Central African Republic,False,Normal transaction,,2,4,13,6.743481296138479,small,1
TXN19854477,2024-05-11,Ijarah,7931.095990649659,QAR,Kuwait Finance House,Garcia Inc,Bhutan,True,Asset not as described,misrepresented_asset,5,5,12,8.978672591262082,medium,5
TXN34532386,2025-03-13,Mudarabah,5256.633711543117,AED,Al Rajhi Bank,"Yang, Mcintosh and Smith",Syrian Arab Republic,False,Normal transaction,,3,3,12,8.56743633978662,medium,1
TXN557983,2024-06-08,Musharakah,10.326894469186646,AED,Maybank Islamic,Fernandez and Sons,Spain,False,Normal transaction,,5,6,15,2.427179939426402,small,1
TXN37011578,2025-01-23,Musharakah,15.421670767235199,USD,Kuwait Finance House,Perez and Sons,Zambia,False,Normal transaction,,3,1,14,2.7986018508110693,small,2
TXN38818263,2024-07-05,Musharakah,60.99585745564891,USD,Al Baraka Bank,"Miller, Moore and Austin",Jordan,False,Normal transaction,,4,7,15,4.127067567581386,small,1
TXN38303736,2024-10-13,Qard,24555.803806144086,MYR,Al Rajhi Bank,"Huang, Conway and Peterson",Botswana,False,Normal transaction,,6,10,10,10.108744235606055,large,1
TXN10140426,2024-05-23,Tawarruq,374.6028044678832,USD,Kuwait Finance House,Austin-Kim,Morocco,False,Normal transaction,,3,5,9,5.928532213940639,small,1
TXN44201596,2024-08-09,Ijarah,336.5676688385167,MYR,Al Rajhi Bank,Davies-Shannon,United States of America,False,Normal transaction,,4,8,13,5.821765990477365,small,1
TXN31112075,2025-03-16,Ijarah,345.7178455586864,SAR,Al Rajhi Bank,Allen Ltd,Kiribati,False,Normal transaction,,6,3,8,5.8485113239901505,small,2
TXN10078575,2024-06-07,Sukuk,124.3115526342218,MYR,Qatar Islamic Bank,"Gibson, Matthews and Harmon",Wallis and Futuna,False,Normal transaction,,4,6,14,4.830803057446151,small,1
TXN28090399,2024-07-03,Mudarabah,652.5313838830705,SAR,Al Rajhi Bank,Reed-Foster,Guyana,False,Normal transaction,,2,7,10,6.482390556215768,small,1
TXN91159499,2024-11-20,Musharakah,57.237127257098614,QAR,Al Rajhi Bank,Gomez PLC,Fiji,False,Normal transaction,,2,11,17,4.064523076729191,small,1
TXN17103225,2024-11-20,Sukuk,295.9388660125463,MYR,Al Baraka Bank,Thompson Ltd,Austria,False,Normal transaction,,2,11,16,5.6935262792734855,small,4
TXN72989188,2024-11-21,Ijarah,92.3069315829309,QAR,Maybank Islamic,"Mcdaniel, Giles and Choi",Guadeloupe,False,Normal transaction,,3,11,9,4.535894398587038,small,1
TXN67839455,2024-12-18,Ijarah,114.38572375852756,MYR,Kuwait Finance House,Curtis Inc,Rwanda,False,Normal transaction,,2,12,13,4.748280635489867,small,1
TXN22754367,2024-11-19,Qard,40.61255790615374,MYR,Qatar Islamic Bank,"Taylor, Peterson and Warren",Niger,False,Normal transaction,,1,11,11,3.7284019944568887,small,1
TXN23345096,2024-12-24,Murabaha,126.44526310735075,USD,Al Baraka Bank,Green-Harvey,Martinique,False,Normal transaction,,1,12,15,4.8476869634570505,small,1
TXN93245782,2024-09-26,Tawarruq,166.03569525407033,SAR,Al Rajhi Bank,Brown-Maxwell,Montserrat,True,Potential disguised interest,riba_disguised,3,9,11,5.118207533613102,small,1
TXN90184765,2024-11-23,Tawarruq,70.5639452379456,MYR,Maybank Islamic,Cobb PLC,Madagascar,False,Normal transaction,,5,11,13,4.270591389009375,small,1
TXN87257122,2025-03-12,Murabaha,165.86572651759275,QAR,Al Rajhi Bank,Velazquez-Valdez,Suriname,False,Normal transaction,,2,3,16,5.117189456180209,small,1
TXN86850772,2024-10-11,Tawarruq,70.09251693671749,AED,Maybank Islamic,Gould PLC,Western Sahara,False,Normal transaction,,4,10,16,4.263982084248081,small,1
TXN62601611,2024-09-12,Mudarabah,966.3182828764296,AED,Al Rajhi Bank,Gonzales PLC,Yemen,False,Normal transaction,,3,9,8,6.874527585946953,small,1
TXN59325473,2024-12-18,Istisna,316.43207359359377,USD,Qatar Islamic Bank,"Rogers, Nelson and Wilkerson",Morocco,False,Normal transaction,,2,12,12,5.760263854006513,small,1
TXN84753355,2025-04-24,Sukuk,125.73539707402809,QAR,Qatar Islamic Bank,Mckenzie PLC,Venezuela,False,Normal transaction,,3,4,8,4.842101425372741,small,1
TXN20948827,2024-12-24,Ijarah,1349.5513230129404,MYR,Maybank Islamic,Johnson LLC,Libyan Arab Jamahiriya,False,Normal transaction,,1,12,9,7.208268175482024,medium,8
TXN43207801,2024-08-11,Istisna,3619.19772455609,MYR,Maybank Islamic,Franco and Sons,Trinidad and Tobago,False,Normal transaction,,6,8,13,8.194283923371316,medium,1
TXN82631148,2024-09-15,Sukuk,86.29784254224427,AED,Al Rajhi Bank,"Copeland, Caldwell and Wallace",United Kingdom,False,Normal transaction,,6,9,8,4.469325749392922,small,1
TXN95307829,2025-02-25,Musharakah,962.4258996822741,QAR,Dubai Islamic Bank,Reilly-Stevens,Cameroon,False,Normal transaction,,1,2,11,6.870495577457634,small,1
TXN6879711,2024-06-11,Musharakah,215.52370848656412,USD,Qatar Islamic Bank,Jones-Stewart,Iran,False,Normal transaction,,1,6,10,5.377700049468061,small,2
TXN39734413,2025-04-21,Murabaha,584.5708716530763,MYR,Dubai Islamic Bank,Salazar PLC,Barbados,False,Normal transaction,,0,4,13,6.372587220380393,small,2
TXN58294630,2024-11-09,Murabaha,89.24553073119053,AED,Qatar Islamic Bank,Peters-Li,Belarus,False,Normal transaction,,5,11,16,4.502534075002748,small,1
TXN83817991,2024-11-04,Tawarruq,118.01021223133652,MYR,Qatar Islamic Bank,"Larson, Riley and Rose",French Polynesia,False,Normal transaction,,0,11,12,4.77920930649951,small,1
TXN89805195,2025-05-01,Murabaha,43.23135597742257,SAR,Al Rajhi Bank,Hall-Garcia,Christmas Island,False,Normal transaction,,3,5,13,3.7894339488243367,small,1
TXN98972697,2024-08-29,Istisna,44.393503048130796,SAR,Al Rajhi Bank,"Wade, Jones and Nicholson",Indonesia,False,Normal transaction,,3,8,17,3.8153689901401298,small,1
TXN74440033,2024-09-15,Mudarabah,322.42662305123997,AED,Kuwait Finance House,Lawson-Hill,Korea,False,Normal transaction,,6,9,14,5.7789722661147565,small,1
TXN53288865,2024-06-02,Ijarah,3393.1868880112647,QAR,Qatar Islamic Bank,"Walsh, Hill and Davis",Djibouti,False,Normal transaction,,6,6,11,8.129819508512508,medium,1
TXN3638945,2024-10-12,Ijarah,49.282999267993425,USD,Dubai Islamic Bank,"Campbell, Galvan and Mccall",Egypt,False,Normal transaction,,5,10,13,3.9176670332554964,small,1
TXN47888040,2024-05-26,Sukuk,163.94850212808555,MYR,Kuwait Finance House,"West, Molina and Pope",Heard Island and McDonald Islands,False,Normal transaction,,6,5,16,5.105633316870011,small,1
TXN11593087,2024-11-26,Murabaha,25.12002855217927,QAR,Maybank Islamic,Ballard PLC,Gambia,False,Normal transaction,,1,11,9,3.262702397523225,small,1
TXN50641319,2024-07-20,Sukuk,210.83647589084904,MYR,Dubai Islamic Bank,"Meyer, Hart and Brown",Barbados,False,Normal transaction,,5,7,9,5.355814636898642,small,1
TXN68058050,2025-03-29,Sukuk,1746.7345225511983,QAR,Al Baraka Bank,Wright Inc,Mayotte,False,Normal transaction,,5,3,13,7.466075669710599,medium,2
TXN97298751,2025-01-25,Mudarabah,113.64786374377852,AED,Al Rajhi Bank,Stephenson Inc,Macao,False,Normal transaction,,5,1,12,4.7418653762805905,small,1
TXN94727424,2024-11-20,Istisna,473.9470344680433,QAR,Kuwait Finance House,Baldwin-Wright,French Guiana,False,Normal transaction,,2,11,8,6.163203291434275,small,1
TXN79375499,2024-11-09,Musharakah,21.505729338887615,MYR,Al Rajhi Bank,Peters PLC,Latvia,False,Normal transaction,,5,11,17,3.1137699140796977,small,1
TXN6087916,2024-05-19,Istisna,39.084031553992624,QAR,Maybank Islamic,"Richardson, Villarreal and Bush",Micronesia,False,Normal transaction,,6,5,8,3.690978039392475,small,1
TXN46026520,2024-07-16,Istisna,326.63188799852486,AED,Al Baraka Bank,Sweeney-Phillips,Lebanon,False,Normal transaction,,1,7,11,5.791890685454693,small,1
TXN24645655,2024-07-02,Murabaha,3513.933464324083,SAR,Maybank Islamic,Brooks LLC,Gabon,True,Excessive uncertainty in contract,gharar_excessive,1,7,13,8.16477587499707,medium,1
TXN58060607,2024-05-23,Murabaha,92.956979384725,MYR,Dubai Islamic Bank,Hoffman PLC,Qatar,False,Normal transaction,,3,5,8,4.542837011388953,small,2
TXN9934670,2024-07-19,Ijarah,35.55695955719521,AED,Dubai Islamic Bank,Anderson Inc,Madagascar,False,Normal transaction,,4,7,15,3.5988715800312963,small,5
TXN60174812,2024-12-11,Sukuk,1.9454055082351518,QAR,Kuwait Finance House,Robinson and Sons,North Macedonia,False,Normal transaction,,2,12,15,1.0802465014226432,small,5
TXN64363070,2024-06-17,Qard,14.14221016512384,MYR,Dubai Islamic Bank,Mann-Payne,Holy See (Vatican City State),False,Normal transaction,,0,6,11,2.7174862191993654,small,1
TXN78610462,2025-03-06,Qard,120.09886404053258,AED,Qatar Islamic Bank,Garner Inc,United Kingdom,False,Normal transaction,,3,3,10,4.796607270172628,small,1
TXN4461668,2024-12-09,Murabaha,13.25950171267977,MYR,Al Baraka Bank,Robertson Ltd,Jersey,False,Normal transaction,,0,12,11,2.657423471365795,small,1
TXN37925615,2025-01-09,Musharakah,560.7085584519929,QAR,Kuwait Finance House,Perez-Wilson,Grenada,False,Normal transaction,,3,1,8,6.330983136118042,small,1
TXN24112257,2025-01-01,Murabaha,44.604414524624076,QAR,Al Rajhi Bank,Erickson Group,Bosnia and Herzegovina,False,Normal transaction,,2,1,12,3.820004521585107,small,1
TXN15794019,2024-06-11,Tawarruq,131.58785274530845,MYR,Qatar Islamic Bank,"Williams, Davis and Swanson",Colombia,False,Normal transaction,,1,6,14,4.887245465299877,small,1
TXN20192687,2024-11-26,Ijarah,34.339554481696105,AED,Al Baraka Bank,Gibbs LLC,Falkland Islands (Malvinas),False,Normal transaction,,1,11,14,3.5650028601820947,small,1
TXN88283689,2025-01-29,Qard,17.866376129640308,USD,Dubai Islamic Bank,Baird-Smith,Bangladesh,False,Normal transaction,,2,1,14,2.9373812969334248,small,1
TXN97594852,2025-04-21,Istisna,486.9360021534791,MYR,Dubai Islamic Bank,Young Group,Gambia,False,Normal transaction,,0,4,13,6.190184254125018,small,3
TXN68967905,2024-09-08,Murabaha,80.90068872751233,MYR,Maybank Islamic,Gonzalez-Owens,Malta,False,Normal transaction,,6,9,11,4.405507400195,small,1
TXN75707381,2025-04-26,Qard,50.015214869005355,QAR,Qatar Islamic Bank,Ferguson-Barnett,Cote d'Ivoire,False,Normal transaction,,5,4,8,3.9321239189973625,small,1
TXN37236214,2025-04-24,Sukuk,0.0,USD,Kuwait Finance House,Related Party and Sons,Hungary,True,,wash_trading,3,4,15,0.0,,3
TXN55962015,2024-07-18,Sukuk,29.705022276526737,QAR,Dubai Islamic Bank,Gould-Pierce,Guernsey,False,Normal transaction,,3,7,14,3.424426233282703,small,1
TXN94962321,2025-02-15,Musharakah,237.38867374752405,SAR,Al Baraka Bank,Eaton-Lee,Palau,False,Normal transaction,,5,2,16,5.47390242461428,small,1
TXN78240686,2024-09-04,Qard,176.619841138297,MYR,Al Rajhi Bank,Cole Inc,Timor-Leste,False,Normal transaction,,2,9,13,5.179645542439107,small,3
TXN33093070,2025-02-14,Istisna,16.002886809012043,MYR,Maybank Islamic,Petersen-Collins,Madagascar,False,Normal transaction,,4,2,16,2.8333831419345663,small,1
TXN92560803,2024-05-10,Qard,4.62786114417531,USD,Maybank Islamic,Nguyen LLC,Cyprus,False,Normal transaction,,4,5,13,1.7277294666264025,small,3
TXN68417387,2024-10-12,Istisna,97.38809716768526,USD,Al Rajhi Bank,"Wilcox, Hamilton and White",Seychelles,False,Normal transaction,,5,10,10,4.588919832998468,small,1
TXN12659693,2025-04-10,Tawarruq,2097.5902310790784,USD,Al Rajhi Bank,Harrison and Sons,Bhutan,False,Normal transaction,,3,4,15,7.649021079742557,medium,1
TXN46814501,2024-10-11,Mudarabah,123.58438427215694,MYR,Maybank Islamic,"Burke, Mays and Russell",Iceland,False,Normal transaction,,4,10,8,4.82498327163056,small,1
TXN4463258,2024-12-21,Murabaha,966.2474270452747,SAR,Dubai Islamic Bank,Stevens Inc,China,False,Normal transaction,,5,12,13,6.874454333504998,small,1
TXN50121805,2024-10-26,Istisna,10.405465176469301,USD,Maybank Islamic,Miranda Inc,United States of America,False,Normal transaction,,5,10,16,2.4340926419689657,small,1
